id,emotion,usage
21866,0,Training
21867,2,Training
21868,5,Training
21869,5,Training
21870,3,Training
21871,6,Training
21872,6,Training
21873,3,Training
21874,6,Training
21875,2,Training
21876,2,Training
21877,3,Training
21878,2,Training
21879,2,Training
21880,2,Training
21881,6,Training
21882,3,Training
21883,2,Training
21884,4,Training
21885,3,Training
21886,4,Training
21887,3,Training
21888,5,Training
21889,6,Training
21890,4,Training
21891,5,Training
21892,2,Training
21893,3,Training
21894,4,Training
21895,6,Training
21896,5,Training
21897,5,Training
21898,4,Training
21899,2,Training
21900,3,Training
21901,5,Training
21902,2,Training
21903,3,Training
21904,4,Training
21905,5,Training
21906,6,Training
21907,5,Training
21908,3,Training
21909,3,Training
21910,6,Training
21911,6,Training
21912,6,Training
21913,4,Training
21914,4,Training
21915,4,Training
21916,6,Training
21917,0,Training
21918,4,Training
21919,2,Training
21920,0,Training
21921,4,Training
21922,0,Training
21923,0,Training
21924,0,Training
21925,5,Training
21926,3,Training
21927,4,Training
21928,3,Training
21929,3,Training
21930,4,Training
21931,3,Training
21932,4,Training
21933,0,Training
21934,3,Training
21935,5,Training
21936,3,Training
21937,3,Training
21938,3,Training
21939,3,Training
21940,3,Training
21941,3,Training
21942,6,Training
21943,3,Training
21944,3,Training
21945,6,Training
21946,4,Training
21947,2,Training
21948,3,Training
21949,0,Training
21950,4,Training
21951,0,Training
21952,2,Training
21953,4,Training
21954,4,Training
21955,5,Training
21956,6,Training
21957,6,Training
21958,4,Training
21959,2,Training
21960,3,Training
21961,6,Training
21962,3,Training
21963,6,Training
21964,4,Training
21965,0,Training
21966,3,Training
21967,3,Training
21968,2,Training
21969,4,Training
21970,5,Training
21971,4,Training
21972,6,Training
21973,4,Training
21974,5,Training
21975,5,Training
21976,5,Training
21977,0,Training
21978,3,Training
21979,4,Training
21980,3,Training
21981,4,Training
21982,6,Training
21983,3,Training
21984,4,Training
21985,6,Training
21986,4,Training
21987,6,Training
21988,5,Training
21989,4,Training
21990,6,Training
21991,3,Training
21992,5,Training
21993,6,Training
21994,2,Training
21995,0,Training
21996,5,Training
21997,4,Training
21998,2,Training
21999,5,Training
22000,6,Training
22001,4,Training
22002,2,Training
22003,3,Training
22004,4,Training
22005,4,Training
22006,6,Training
22007,6,Training
22008,5,Training
22009,4,Training
22010,5,Training
22011,5,Training
22012,4,Training
22013,2,Training
22014,0,Training
22015,4,Training
22016,2,Training
22017,0,Training
22018,5,Training
22019,3,Training
22020,5,Training
22021,6,Training
22022,3,Training
22023,3,Training
22024,6,Training
22025,0,Training
22026,5,Training
22027,5,Training
22028,3,Training
22029,6,Training
22030,2,Training
22031,0,Training
22032,4,Training
22033,4,Training
22034,6,Training
22035,3,Training
22036,0,Training
22037,4,Training
22038,2,Training
22039,6,Training
22040,5,Training
22041,4,Training
22042,3,Training
22043,4,Training
22044,5,Training
22045,3,Training
22046,2,Training
22047,0,Training
22048,3,Training
22049,5,Training
22050,5,Training
22051,2,Training
22052,4,Training
22053,4,Training
22054,2,Training
22055,6,Training
22056,1,Training
22057,3,Training
22058,4,Training
22059,3,Training
22060,0,Training
22061,3,Training
22062,3,Training
22063,4,Training
22064,6,Training
22065,3,Training
22066,0,Training
22067,5,Training
22068,4,Training
22069,0,Training
22070,2,Training
22071,5,Training
22072,4,Training
22073,0,Training
22074,4,Training
22075,2,Training
22076,6,Training
22077,2,Training
22078,2,Training
22079,0,Training
22080,0,Training
22081,3,Training
22082,3,Training
22083,0,Training
22084,3,Training
22085,5,Training
22086,0,Training
22087,6,Training
22088,5,Training
22089,6,Training
22090,0,Training
22091,4,Training
22092,6,Training
22093,2,Training
22094,4,Training
22095,4,Training
22096,6,Training
22097,0,Training
22098,3,Training
22099,5,Training
22100,4,Training
22101,6,Training
22102,0,Training
22103,2,Training
22104,4,Training
22105,4,Training
22106,6,Training
22107,5,Training
22108,5,Training
22109,2,Training
22110,3,Training
22111,3,Training
22112,3,Training
22113,3,Training
22114,0,Training
22115,3,Training
22116,3,Training
22117,6,Training
22118,4,Training
22119,1,Training
22120,3,Training
22121,3,Training
22122,0,Training
22123,6,Training
22124,6,Training
22125,5,Training
22126,6,Training
22127,5,Training
22128,2,Training
22129,5,Training
22130,5,Training
22131,2,Training
22132,5,Training
22133,5,Training
22134,3,Training
22135,3,Training
22136,5,Training
22137,6,Training
22138,6,Training
22139,3,Training
22140,3,Training
22141,3,Training
22142,4,Training
22143,3,Training
22144,0,Training
22145,6,Training
22146,5,Training
22147,0,Training
22148,6,Training
22149,0,Training
22150,4,Training
22151,3,Training
22152,4,Training
22153,3,Training
22154,0,Training
22155,3,Training
22156,0,Training
22157,4,Training
22158,2,Training
22159,6,Training
22160,5,Training
22161,3,Training
22162,6,Training
22163,5,Training
22164,2,Training
22165,2,Training
22166,4,Training
22167,2,Training
22168,6,Training
22169,3,Training
22170,6,Training
22171,4,Training
22172,2,Training
22173,3,Training
22174,6,Training
22175,4,Training
22176,0,Training
22177,4,Training
22178,0,Training
22179,3,Training
22180,3,Training
22181,6,Training
22182,2,Training
22183,4,Training
22184,0,Training
22185,0,Training
22186,2,Training
22187,6,Training
22188,0,Training
22189,3,Training
22190,4,Training
22191,4,Training
22192,3,Training
22193,2,Training
22194,4,Training
22195,3,Training
22196,3,Training
22197,1,Training
22198,4,Training
22199,0,Training
22200,6,Training
22201,2,Training
22202,3,Training
22203,3,Training
22204,0,Training
22205,5,Training
22206,0,Training
22207,4,Training
22208,3,Training
22209,3,Training
22210,0,Training
22211,3,Training
22212,3,Training
22213,0,Training
22214,0,Training
22215,3,Training
22216,2,Training
22217,3,Training
22218,0,Training
22219,0,Training
22220,4,Training
22221,3,Training
22222,2,Training
22223,4,Training
22224,3,Training
22225,6,Training
22226,3,Training
22227,0,Training
22228,6,Training
22229,2,Training
22230,6,Training
22231,5,Training
22232,4,Training
22233,3,Training
22234,4,Training
22235,0,Training
22236,3,Training
22237,6,Training
22238,4,Training
22239,4,Training
22240,6,Training
22241,6,Training
22242,4,Training
22243,0,Training
22244,5,Training
22245,3,Training
22246,0,Training
22247,6,Training
22248,3,Training
22249,3,Training
22250,4,Training
22251,0,Training
22252,4,Training
22253,2,Training
22254,0,Training
22255,3,Training
22256,4,Training
22257,3,Training
22258,2,Training
22259,4,Training
22260,4,Training
22261,4,Training
22262,0,Training
22263,4,Training
22264,5,Training
22265,4,Training
22266,6,Training
22267,2,Training
22268,6,Training
22269,4,Training
22270,0,Training
22271,0,Training
22272,4,Training
22273,0,Training
22274,0,Training
22275,2,Training
22276,6,Training
22277,4,Training
22278,2,Training
22279,5,Training
22280,3,Training
22281,4,Training
22282,5,Training
22283,2,Training
22284,3,Training
22285,3,Training
22286,0,Training
22287,4,Training
22288,0,Training
22289,4,Training
22290,3,Training
22291,3,Training
22292,0,Training
22293,6,Training
22294,3,Training
22295,3,Training
22296,6,Training
22297,2,Training
22298,6,Training
22299,6,Training
22300,3,Training
22301,2,Training
22302,3,Training
22303,3,Training
22304,3,Training
22305,2,Training
22306,5,Training
22307,2,Training
22308,2,Training
22309,2,Training
22310,0,Training
22311,5,Training
22312,5,Training
22313,5,Training
22314,2,Training
22315,2,Training
22316,0,Training
22317,6,Training
22318,2,Training
22319,3,Training
22320,4,Training
22321,1,Training
22322,4,Training
22323,5,Training
22324,4,Training
22325,3,Training
22326,6,Training
22327,2,Training
22328,5,Training
22329,6,Training
22330,0,Training
22331,2,Training
22332,0,Training
22333,6,Training
22334,0,Training
22335,0,Training
22336,4,Training
22337,6,Training
22338,6,Training
22339,6,Training
22340,0,Training
22341,3,Training
22342,5,Training
22343,6,Training
22344,4,Training
22345,3,Training
22346,2,Training
22347,3,Training
22348,3,Training
22349,0,Training
22350,2,Training
22351,2,Training
22352,3,Training
22353,6,Training
22354,4,Training
22355,6,Training
22356,3,Training
22357,4,Training
22358,6,Training
22359,6,Training
22360,2,Training
22361,5,Training
22362,4,Training
22363,0,Training
22364,3,Training
22365,3,Training
22366,3,Training
22367,2,Training
22368,3,Training
22369,4,Training
22370,5,Training
22371,2,Training
22372,4,Training
22373,5,Training
22374,3,Training
22375,2,Training
22376,0,Training
22377,6,Training
22378,2,Training
22379,5,Training
22380,6,Training
22381,3,Training
22382,6,Training
22383,6,Training
22384,0,Training
22385,3,Training
22386,2,Training
22387,6,Training
22388,6,Training
22389,3,Training
22390,3,Training
22391,4,Training
22392,6,Training
22393,4,Training
22394,5,Training
22395,3,Training
22396,3,Training
22397,6,Training
22398,3,Training
22399,4,Training
22400,5,Training
22401,0,Training
22402,3,Training
22403,6,Training
22404,6,Training
22405,0,Training
22406,3,Training
22407,4,Training
22408,2,Training
22409,6,Training
22410,3,Training
22411,6,Training
22412,5,Training
22413,4,Training
22414,4,Training
22415,6,Training
22416,6,Training
22417,4,Training
22418,2,Training
22419,2,Training
22420,4,Training
22421,3,Training
22422,3,Training
22423,5,Training
22424,6,Training
22425,3,Training
22426,0,Training
22427,0,Training
22428,6,Training
22429,3,Training
22430,6,Training
22431,2,Training
22432,6,Training
22433,6,Training
22434,3,Training
22435,4,Training
22436,2,Training
22437,6,Training
22438,5,Training
22439,2,Training
22440,3,Training
22441,3,Training
22442,0,Training
22443,6,Training
22444,6,Training
22445,3,Training
22446,4,Training
22447,3,Training
22448,6,Training
22449,4,Training
22450,4,Training
22451,4,Training
22452,6,Training
22453,4,Training
22454,4,Training
22455,3,Training
22456,0,Training
22457,6,Training
22458,6,Training
22459,2,Training
22460,3,Training
22461,5,Training
22462,4,Training
22463,3,Training
22464,3,Training
22465,0,Training
22466,5,Training
22467,3,Training
22468,6,Training
22469,4,Training
22470,2,Training
22471,3,Training
22472,3,Training
22473,3,Training
22474,5,Training
22475,3,Training
22476,0,Training
22477,5,Training
22478,5,Training
22479,5,Training
22480,5,Training
22481,6,Training
22482,6,Training
22483,6,Training
22484,5,Training
22485,3,Training
22486,2,Training
22487,4,Training
22488,3,Training
22489,4,Training
22490,0,Training
22491,3,Training
22492,5,Training
22493,2,Training
22494,3,Training
22495,0,Training
22496,4,Training
22497,4,Training
22498,5,Training
22499,3,Training
22500,0,Training
22501,3,Training
22502,5,Training
22503,2,Training
22504,0,Training
22505,2,Training
22506,3,Training
22507,3,Training
22508,6,Training
22509,6,Training
22510,5,Training
22511,4,Training
22512,4,Training
22513,2,Training
22514,0,Training
22515,0,Training
22516,0,Training
22517,0,Training
22518,6,Training
22519,5,Training
22520,2,Training
22521,2,Training
22522,4,Training
22523,3,Training
22524,0,Training
22525,3,Training
22526,5,Training
22527,6,Training
22528,6,Training
22529,3,Training
22530,5,Training
22531,3,Training
22532,6,Training
22533,3,Training
22534,0,Training
22535,3,Training
22536,6,Training
22537,2,Training
22538,0,Training
22539,5,Training
22540,4,Training
22541,3,Training
22542,3,Training
22543,6,Training
22544,3,Training
22545,4,Training
22546,3,Training
22547,3,Training
22548,6,Training
22549,4,Training
22550,5,Training
22551,2,Training
22552,0,Training
22553,4,Training
22554,2,Training
22555,5,Training
22556,5,Training
22557,3,Training
22558,2,Training
22559,4,Training
22560,2,Training
22561,3,Training
22562,4,Training
22563,5,Training
22564,4,Training
22565,6,Training
22566,3,Training
22567,3,Training
22568,4,Training
22569,3,Training
22570,3,Training
22571,0,Training
22572,6,Training
22573,6,Training
22574,3,Training
22575,3,Training
22576,5,Training
22577,6,Training
22578,6,Training
22579,6,Training
22580,6,Training
22581,5,Training
22582,5,Training
22583,3,Training
22584,5,Training
22585,2,Training
22586,3,Training
22587,6,Training
22588,6,Training
22589,5,Training
22590,4,Training
22591,6,Training
22592,4,Training
22593,3,Training
22594,3,Training
22595,3,Training
22596,6,Training
22597,4,Training
22598,2,Training
22599,6,Training
22600,4,Training
22601,3,Training
22602,4,Training
22603,4,Training
22604,6,Training
22605,3,Training
22606,0,Training
22607,5,Training
22608,2,Training
22609,3,Training
22610,3,Training
22611,3,Training
22612,2,Training
22613,3,Training
22614,6,Training
22615,3,Training
22616,5,Training
22617,6,Training
22618,6,Training
22619,4,Training
22620,4,Training
22621,6,Training
22622,2,Training
22623,3,Training
22624,6,Training
22625,6,Training
22626,0,Training
22627,2,Training
22628,6,Training
22629,6,Training
22630,3,Training
22631,1,Training
22632,4,Training
22633,6,Training
22634,3,Training
22635,4,Training
22636,6,Training
22637,2,Training
22638,2,Training
22639,6,Training
22640,3,Training
22641,2,Training
22642,0,Training
22643,3,Training
22644,4,Training
22645,6,Training
22646,4,Training
22647,6,Training
22648,0,Training
22649,5,Training
22650,3,Training
22651,6,Training
22652,4,Training
22653,3,Training
22654,0,Training
22655,2,Training
22656,6,Training
22657,0,Training
22658,2,Training
22659,5,Training
22660,2,Training
22661,0,Training
22662,3,Training
22663,2,Training
22664,3,Training
22665,4,Training
22666,6,Training
22667,5,Training
22668,6,Training
22669,4,Training
22670,6,Training
22671,4,Training
22672,3,Training
22673,3,Training
22674,4,Training
22675,5,Training
22676,3,Training
22677,6,Training
22678,6,Training
22679,0,Training
22680,3,Training
22681,5,Training
22682,5,Training
22683,0,Training
22684,3,Training
22685,6,Training
22686,0,Training
22687,3,Training
22688,3,Training
22689,6,Training
22690,4,Training
22691,4,Training
22692,6,Training
22693,3,Training
22694,3,Training
22695,2,Training
22696,0,Training
22697,6,Training
22698,0,Training
22699,6,Training
22700,0,Training
22701,3,Training
22702,3,Training
22703,6,Training
22704,5,Training
22705,4,Training
22706,5,Training
22707,5,Training
22708,6,Training
22709,0,Training
22710,4,Training
22711,3,Training
22712,3,Training
22713,4,Training
22714,2,Training
22715,3,Training
22716,4,Training
22717,4,Training
22718,2,Training
22719,6,Training
22720,6,Training
22721,6,Training
22722,5,Training
22723,3,Training
22724,3,Training
22725,4,Training
22726,0,Training
22727,3,Training
22728,5,Training
22729,4,Training
22730,0,Training
22731,4,Training
22732,2,Training
22733,4,Training
22734,0,Training
22735,6,Training
22736,6,Training
22737,3,Training
22738,3,Training
22739,3,Training
22740,0,Training
22741,4,Training
22742,5,Training
22743,6,Training
22744,2,Training
22745,4,Training
22746,6,Training
22747,1,Training
22748,3,Training
22749,4,Training
22750,1,Training
22751,3,Training
22752,0,Training
22753,4,Training
22754,3,Training
22755,3,Training
22756,4,Training
22757,2,Training
22758,3,Training
22759,3,Training
22760,5,Training
22761,2,Training
22762,4,Training
22763,5,Training
22764,3,Training
22765,4,Training
